"_id","age","food_item","meal_category","region","__v"
"671c18b2bf2241294354ef7b",47,"Cheese Dosa","Dessert","Maharashtra",0
"671c18b2bf2241294354ef7c",32,"Chaat","Street Food","Uttar Pradesh",0
"671c18b2bf2241294354ef7d",69,"Salad","Healthy","Tamil Nadu",0
"671c18b2bf2241294354ef7e",33,"Stuffed Capsicum","Healthy","Kerala",0
"671c18b2bf2241294354ef7f",41,"Rajma","Healthy","Punjab",0
"671c18b2bf2241294354ef80",70,"Hakka Noodles","Street Food","Tamil Nadu",0
"671c18b2bf2241294354ef81",13,"Tandoori Cauliflower","Street Food","Gujarat",0
"671c18b2bf2241294354ef82",55,"Chicken Vindaloo","Cheesy","Punjab",0
"671c18b2bf2241294354ef83",34,"Grilled Paneer","Indian Curry","Kerala",0
"671c18b2bf2241294354ef84",15,"Fish Fry","Cheesy","Rajasthan",0
"671c18b2bf2241294354ef85",68,"Fish Tikka","Spicy","Delhi",0
"671c18b2bf2241294354ef86",64,"Fish Curry","Healthy","Delhi",0
"671c18b2bf2241294354ef87",13,"Aloo Gobi","Cheesy","Maharashtra",0
"671c18b2bf2241294354ef88",63,"Stuffed Capsicum","Vegan","Punjab",0
"671c18b2bf2241294354ef89",32,"Spicy Szechuan Noodles","Seafood","Rajasthan",0
"671c18b2bf2241294354ef8a",54,"Mixed Vegetable Stir Fry","Spicy","Punjab",0
"671c18b2bf2241294354ef8b",60,"Kuchcha Aam Ki Barfi","Vegan","Kerala",0
"671c18b2bf2241294354ef8c",49,"Rajma Chawal","Spicy","Maharashtra",0
"671c18b2bf2241294354ef8d",24,"Oats Upma","Chinese","Tamil Nadu",0
"671c18b2bf2241294354ef8e",41,"Fish Tikka","Spicy","Gujarat",0
"671c18b2bf2241294354ef8f",59,"Cheese Stuffed Mushroom","Indian Curry","Delhi",0
"671c18b2bf2241294354ef90",22,"Paneer Butter Masala","Spicy","Kerala",0
"671c18b2bf2241294354ef91",66,"Mixed Vegetable Stir Fry","Cheesy","Uttar Pradesh",0
"671c18b2bf2241294354ef92",10,"Cheesy Garlic Bread","Healthy","West Bengal",0
"671c18b2bf2241294354ef93",22,"Chana Masala","Chinese","West Bengal",0
"671c18b2bf2241294354ef94",33,"Dal Tadka","Snacks","Maharashtra",0
"671c18b2bf2241294354ef95",44,"Kachori","Snacks","Tamil Nadu",0
"671c18b2bf2241294354ef96",24,"Cheese Stuffed Mushroom","Indian Curry","Delhi",0
"671c18b2bf2241294354ef97",47,"Kachori","Seafood","Punjab",0
"671c18b2bf2241294354ef98",49,"Vada Pav","Chinese","West Bengal",0
"671c18b2bf2241294354ef99",64,"Cheese Samosa","Indian Curry","Uttar Pradesh",0
"671c18b2bf2241294354ef9a",62,"Kung Pao Chicken","Street Food","Tamil Nadu",0
"671c18b2bf2241294354ef9b",49,"Vegetable Soup","Seafood","Uttar Pradesh",0
"671c18b2bf2241294354ef9c",26,"Cheesy Pasta","Indian Curry","Maharashtra",0
"671c18b2bf2241294354ef9d",18,"Chicken Curry","Indian Curry","Kerala",0
"671c18b2bf2241294354ef9e",38,"Cheesy Veggie Wrap","Snacks","West Bengal",0
"671c18b2bf2241294354ef9f",13,"Tandoori Cauliflower","Seafood","Delhi",0
"671c18b2bf2241294354efa0",24,"Spring Rolls","Street Food","Karnataka",0
"671c18b2bf2241294354efa1",11,"Pakoras","Spicy","Gujarat",0
"671c18b2bf2241294354efa2",67,"Gulab Jamun","Vegan","Tamil Nadu",0
"671c18b2bf2241294354efa3",55,"Spicy Prawn Curry","Cheesy","Karnataka",0
"671c18b2bf2241294354efa4",60,"Dal Makhani","Spicy","Tamil Nadu",0
"671c18b2bf2241294354efa5",33,"Prawn Biryani","Indian Curry","Tamil Nadu",0
"671c18b2bf2241294354efa6",35,"Masala Dosa","Chinese","Karnataka",0
"671c18b2bf2241294354efa7",57,"Chicken Curry","Dessert","Rajasthan",0
"671c18b2bf2241294354efa8",55,"Prawn Masala","Cheesy","Kerala",0
"671c18b2bf2241294354efa9",67,"Jalebi","Chinese","Karnataka",0
"671c18b2bf2241294354efaa",29,"Murukku","Cheesy","West Bengal",0
"671c18b2bf2241294354efab",49,"Ghar Ka Khana","Street Food","Gujarat",0
"671c18b2bf2241294354efac",28,"Fish Curry","Spicy","Uttar Pradesh",0
"671c18b2bf2241294354efad",58,"Kachori","Indian Curry","Uttar Pradesh",0
"671c18b2bf2241294354efae",29,"Tandoori Fish","Indian Curry","Karnataka",0
"671c18b2bf2241294354efaf",26,"Rajma Chawal","Chinese","Maharashtra",0
"671c18b2bf2241294354efb0",59,"Cheesy Veggie Wrap","Seafood","Maharashtra",0
"671c18b2bf2241294354efb1",28,"Paneer Tikka Masala","Street Food","Tamil Nadu",0
"671c18b2bf2241294354efb2",62,"Kachori","Cheesy","Gujarat",0
"671c18b2bf2241294354efb3",40,"Cheesy Garlic Bread","Cheesy","Kerala",0
"671c18b2bf2241294354efb4",11,"Mac and Cheese","Seafood","Gujarat",0
"671c18b2bf2241294354efb5",16,"Chili Chicken","Street Food","Gujarat",0
"671c18b2bf2241294354efb6",18,"Aloo Tikki Chaat","Healthy","Maharashtra",0
"671c18b2bf2241294354efb7",28,"Baingan Bharta","Snacks","Maharashtra",0
"671c18b2bf2241294354efb8",27,"Fried Rice","Healthy","Tamil Nadu",0
"671c18b2bf2241294354efb9",43,"Vegetable Soup","Snacks","Karnataka",0
"671c18b2bf2241294354efba",39,"Barfi","Seafood","Delhi",0
"671c18b2bf2241294354efbb",39,"Vegetable Biryani","Dessert","Punjab",0
"671c18b2bf2241294354efbc",40,"Chaat","Healthy","Tamil Nadu",0
"671c18b2bf2241294354efbd",46,"Ghar Ka Khana","Vegan","Maharashtra",0
"671c18b2bf2241294354efbe",15,"Hakka Noodles","Indian Curry","Rajasthan",0
"671c18b2bf2241294354efbf",33,"Ladoo","Chinese","Maharashtra",0
"671c18b2bf2241294354efc0",10,"Malabar Fish Curry","Cheesy","Uttar Pradesh",0
"671c18b2bf2241294354efc1",13,"Vada Pav","Cheesy","Punjab",0
"671c18b2bf2241294354efc2",29,"Chana Masala","Seafood","Uttar Pradesh",0
"671c18b2bf2241294354efc3",48,"Tandoori Chicken","Indian Curry","Gujarat",0
"671c18b2bf2241294354efc4",34,"Chili Chicken","Spicy","Maharashtra",0
"671c18b2bf2241294354efc5",63,"Hot and Sour Soup","Healthy","Kerala",0
"671c18b2bf2241294354efc6",32,"Chana Masala","Indian Curry","Karnataka",0
"671c18b2bf2241294354efc7",39,"Baingan Bharta","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354efc8",65,"Kachori","Spicy","Delhi",0
"671c18b2bf2241294354efc9",11,"Murukku","Cheesy","West Bengal",0
"671c18b2bf2241294354efca",16,"Mutton Rogan Josh","Seafood","Punjab",0
"671c18b2bf2241294354efcb",30,"Sprouted Moong Salad","Spicy","Karnataka",0
"671c18b2bf2241294354efcc",54,"Bombil Fry","Healthy","Maharashtra",0
"671c18b2bf2241294354efcd",40,"Cheesy Pasta","Chinese","West Bengal",0
"671c18b2bf2241294354efce",12,"Cheesy Garlic Bread","Indian Curry","Delhi",0
"671c18b2bf2241294354efcf",38,"Chicken Curry","Vegan","Kerala",0
"671c18b2bf2241294354efd0",49,"Cheesy Garlic Bread","Chinese","Maharashtra",0
"671c18b2bf2241294354efd1",28,"Rasgulla","Healthy","Punjab",0
"671c18b2bf2241294354efd2",30,"Chaat","Snacks","Gujarat",0
"671c18b2bf2241294354efd3",28,"Oats Upma","Vegan","Tamil Nadu",0
"671c18b2bf2241294354efd4",38,"Chicken Vindaloo","Chinese","Punjab",0
"671c18b2bf2241294354efd5",23,"Pani Puri","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354efd6",32,"Zucchini Noodles","Chinese","Karnataka",0
"671c18b2bf2241294354efd7",17,"Rabri","Street Food","Kerala",0
"671c18b2bf2241294354efd8",57,"Salad","Indian Curry","Karnataka",0
"671c18b2bf2241294354efd9",29,"Fish Fry","Dessert","Uttar Pradesh",0
"671c18b2bf2241294354efda",17,"Goan Prawn Curry","Vegan","Karnataka",0
"671c18b2bf2241294354efdb",43,"Rabri","Vegan","Tamil Nadu",0
"671c18b2bf2241294354efdc",25,"Cheesy Garlic Bread","Seafood","West Bengal",0
"671c18b2bf2241294354efdd",67,"Mac and Cheese","Dessert","Punjab",0
"671c18b2bf2241294354efde",48,"Murukku","Dessert","West Bengal",0
"671c18b2bf2241294354efdf",37,"Fish Curry","Dessert","Tamil Nadu",0
"671c18b2bf2241294354efe0",46,"Aloo Gobi","Spicy","Delhi",0
"671c18b2bf2241294354efe1",53,"Mutton Rogan Josh","Vegan","Tamil Nadu",0
"671c18b2bf2241294354efe2",37,"Vada Pav","Vegan","West Bengal",0
"671c18b2bf2241294354efe3",36,"Aloo Tikki Chaat","Street Food","Kerala",0
"671c18b2bf2241294354efe4",51,"Mutton Rogan Josh","Spicy","Uttar Pradesh",0
"671c18b2bf2241294354efe5",56,"Bhindi Masala","Cheesy","Gujarat",0
"671c18b2bf2241294354efe6",43,"Pani Puri","Cheesy","Karnataka",0
"671c18b2bf2241294354efe7",35,"Spring Rolls","Healthy","Rajasthan",0
"671c18b2bf2241294354efe8",26,"Vegan Pulao","Chinese","Delhi",0
"671c18b2bf2241294354efe9",31,"Ghar Ka Khana","Vegan","Delhi",0
"671c18b2bf2241294354efea",22,"Dal Tadka","Seafood","Gujarat",0
"671c18b2bf2241294354efeb",16,"Ladoo","Snacks","Karnataka",0
"671c18b2bf2241294354efec",54,"Butter Chicken","Seafood","Kerala",0
"671c18b2bf2241294354efed",51,"Salad","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354efee",68,"Paneer Tikka","Cheesy","West Bengal",0
"671c18b2bf2241294354efef",13,"Fish Curry","Street Food","Karnataka",0
"671c18b2bf2241294354eff0",61,"Vegetable Soup","Dessert","Tamil Nadu",0
"671c18b2bf2241294354eff1",33,"Paneer Tikka Masala","Healthy","Rajasthan",0
"671c18b2bf2241294354eff2",33,"Fish Curry","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354eff3",69,"Palak Chaat","Indian Curry","Kerala",0
"671c18b2bf2241294354eff4",46,"Dim Sum","Snacks","Gujarat",0
"671c18b2bf2241294354eff5",53,"Stuffed Capsicum","Chinese","Tamil Nadu",0
"671c18b2bf2241294354eff6",47,"Chicken Curry","Seafood","Maharashtra",0
"671c18b2bf2241294354eff7",20,"Aloo Tikki","Seafood","Delhi",0
"671c18b2bf2241294354eff8",32,"Chicken Curry","Chinese","Tamil Nadu",0
"671c18b2bf2241294354eff9",67,"Cheesy Garlic Bread","Seafood","Maharashtra",0
"671c18b2bf2241294354effa",20,"Jalebi","Snacks","Karnataka",0
"671c18b2bf2241294354effb",10,"Spicy Prawn Curry","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354effc",28,"Murukku","Dessert","Punjab",0
"671c18b2bf2241294354effd",26,"Fish Tikka","Snacks","Rajasthan",0
"671c18b2bf2241294354effe",39,"Chicken Vindaloo","Snacks","Karnataka",0
"671c18b2bf2241294354efff",69,"Kheer","Dessert","Delhi",0
"671c18b2bf2241294354f000",31,"Kheer","Healthy","Punjab",0
"671c18b2bf2241294354f001",67,"Grilled Paneer","Spicy","Uttar Pradesh",0
"671c18b2bf2241294354f002",38,"Vegetable Soup","Healthy","Maharashtra",0
"671c18b2bf2241294354f003",69,"Dahi Puri","Snacks","Tamil Nadu",0
"671c18b2bf2241294354f004",54,"Rabri","Vegan","Gujarat",0
"671c18b2bf2241294354f005",51,"Sev Puri","Seafood","Maharashtra",0
"671c18b2bf2241294354f006",57,"Chili Chicken","Dessert","Rajasthan",0
"671c18b2bf2241294354f007",70,"Ghar Ka Khana","Spicy","Rajasthan",0
"671c18b2bf2241294354f008",40,"Pani Puri","Street Food","Delhi",0
"671c18b2bf2241294354f009",33,"Prawn Masala","Indian Curry","Karnataka",0
"671c18b2bf2241294354f00a",13,"Stuffed Capsicum","Dessert","Karnataka",0
"671c18b2bf2241294354f00b",60,"Manchurian","Seafood","Punjab",0
"671c18b2bf2241294354f00c",47,"Rajma","Seafood","Tamil Nadu",0
"671c18b2bf2241294354f00d",52,"Crab Masala","Vegan","Kerala",0
"671c18b2bf2241294354f00e",70,"Palak Paneer","Indian Curry","Karnataka",0
"671c18b2bf2241294354f00f",16,"Spring Rolls","Healthy","Karnataka",0
"671c18b2bf2241294354f010",30,"Cheese Pav Bhaji","Cheesy","Rajasthan",0
"671c18b2bf2241294354f011",55,"Chaat","Dessert","Rajasthan",0
"671c18b2bf2241294354f012",69,"Rasgulla","Street Food","Maharashtra",0
"671c18b2bf2241294354f013",48,"Chicken Vindaloo","Cheesy","Gujarat",0
"671c18b2bf2241294354f014",47,"Vegetable Soup","Dessert","Kerala",0
"671c18b2bf2241294354f015",14,"Murukku","Street Food","Karnataka",0
"671c18b2bf2241294354f016",50,"Methi Paratha","Street Food","Delhi",0
"671c18b2bf2241294354f017",52,"Grilled Paneer","Vegan","West Bengal",0
"671c18b2bf2241294354f018",44,"Gulab Jamun","Snacks","Punjab",0
"671c18b2bf2241294354f019",65,"Kheer","Snacks","Tamil Nadu",0
"671c18b2bf2241294354f01a",43,"Cheese Samosa","Chinese","Kerala",0
"671c18b2bf2241294354f01b",50,"Aloo Tikki Chaat","Vegan","Maharashtra",0
"671c18b2bf2241294354f01c",53,"Crab Masala","Street Food","Gujarat",0
"671c18b2bf2241294354f01d",18,"Gulab Jamun","Indian Curry","Uttar Pradesh",0
"671c18b2bf2241294354f01e",12,"Stuffed Capsicum","Snacks","Maharashtra",0
"671c18b2bf2241294354f01f",39,"Gulab Jamun","Chinese","Punjab",0
"671c18b2bf2241294354f020",16,"Cheesy Garlic Bread","Vegan","West Bengal",0
"671c18b2bf2241294354f021",13,"Gulab Jamun","Street Food","Punjab",0
"671c18b2bf2241294354f022",26,"Manchurian","Indian Curry","Maharashtra",0
"671c18b2bf2241294354f023",55,"Chili Chicken","Spicy","West Bengal",0
"671c18b2bf2241294354f024",52,"Spicy Prawn Curry","Street Food","Gujarat",0
"671c18b2bf2241294354f025",25,"Sev Puri","Healthy","Tamil Nadu",0
"671c18b2bf2241294354f026",57,"Cheese Dosa","Cheesy","Karnataka",0
"671c18b2bf2241294354f027",55,"Paneer Butter Masala","Cheesy","Kerala",0
"671c18b2bf2241294354f028",47,"Jalebi","Spicy","Punjab",0
"671c18b2bf2241294354f029",29,"Kung Pao Chicken","Street Food","Rajasthan",0
"671c18b2bf2241294354f02a",49,"Chana Masala","Street Food","Punjab",0
"671c18b2bf2241294354f02b",52,"Vegan Pulao","Cheesy","Delhi",0
"671c18b2bf2241294354f02c",21,"Vegetable Chow Mein","Healthy","Rajasthan",0
"671c18b2bf2241294354f02d",25,"Murukku","Healthy","Karnataka",0
"671c18b2bf2241294354f02e",17,"Vegetable Chow Mein","Healthy","Kerala",0
"671c18b2bf2241294354f02f",30,"Murukku","Street Food","Tamil Nadu",0
"671c18b2bf2241294354f030",30,"Dahi Puri","Seafood","Tamil Nadu",0
"671c18b2bf2241294354f031",21,"Peda","Seafood","Tamil Nadu",0
"671c18b2bf2241294354f032",34,"Masala Dosa","Dessert","Punjab",0
"671c18b2bf2241294354f033",31,"Ladoo","Healthy","Gujarat",0
"671c18b2bf2241294354f034",44,"Cheese Stuffed Mushroom","Healthy","Rajasthan",0
"671c18b2bf2241294354f035",58,"Pakoras","Street Food","Uttar Pradesh",0
"671c18b2bf2241294354f036",51,"Chaat","Chinese","Maharashtra",0
"671c18b2bf2241294354f037",34,"Mutton Rogan Josh","Chinese","Tamil Nadu",0
"671c18b2bf2241294354f038",30,"Chicken Vindaloo","Spicy","West Bengal",0
"671c18b2bf2241294354f039",45,"Goan Prawn Curry","Seafood","Maharashtra",0
"671c18b2bf2241294354f03a",52,"Vegan Pulao","Indian Curry","Gujarat",0
"671c18b2bf2241294354f03b",11,"Pakoras","Chinese","West Bengal",0
"671c18b2bf2241294354f03c",53,"Gulab Jamun","Seafood","Tamil Nadu",0
"671c18b2bf2241294354f03d",58,"Salad","Spicy","Gujarat",0
"671c18b2bf2241294354f03e",58,"Chana Masala","Street Food","Rajasthan",0
"671c18b2bf2241294354f03f",40,"Fried Rice","Chinese","Punjab",0
"671c18b2bf2241294354f040",52,"Kachori","Chinese","Punjab",0
"671c18b2bf2241294354f041",19,"Ladoo","Indian Curry","Delhi",0
"671c18b2bf2241294354f042",58,"Aloo Gobi","Indian Curry","Rajasthan",0
"671c18b2bf2241294354f043",64,"Sprouted Moong Salad","Indian Curry","Kerala",0
"671c18b2bf2241294354f044",57,"Vegetable Biryani","Chinese","Rajasthan",0
"671c18b2bf2241294354f045",29,"Vada Pav","Seafood","Karnataka",0
"671c18b2bf2241294354f046",27,"Fried Rice","Snacks","West Bengal",0
"671c18b2bf2241294354f047",11,"Fish Fry","Street Food","West Bengal",0
"671c18b2bf2241294354f048",17,"Samosa","Snacks","Tamil Nadu",0
"671c18b2bf2241294354f049",32,"Tikki","Snacks","Tamil Nadu",0
"671c18b2bf2241294354f04a",19,"Pani Puri","Healthy","Kerala",0
"671c18b2bf2241294354f04b",30,"Methi Paratha","Cheesy","Gujarat",0
"671c18b2bf2241294354f04c",25,"Barfi","Healthy","Gujarat",0
"671c18b2bf2241294354f04d",61,"Baingan Bharta","Healthy","Punjab",0
"671c18b2bf2241294354f04e",42,"Chicken Vindaloo","Dessert","Gujarat",0
"671c18b2bf2241294354f04f",32,"Chili Chicken","Snacks","Uttar Pradesh",0
"671c18b2bf2241294354f050",30,"Pani Puri","Cheesy","Tamil Nadu",0
"671c18b2bf2241294354f051",24,"Cheese Samosa","Vegan","Tamil Nadu",0
"671c18b2bf2241294354f052",22,"Barfi","Healthy","Kerala",0
"671c18b2bf2241294354f053",21,"Palak Paneer","Street Food","Uttar Pradesh",0
"671c18b2bf2241294354f054",62,"Paneer Tikka","Dessert","Uttar Pradesh",0
"671c18b2bf2241294354f055",32,"Spicy Prawn Curry","Vegan","West Bengal",0
"671c18b2bf2241294354f056",57,"Kung Pao Chicken","Spicy","Karnataka",0
"671c18b2bf2241294354f057",67,"Kachori","Indian Curry","Tamil Nadu",0
"671c18b2bf2241294354f058",49,"Tandoori Fish","Seafood","Maharashtra",0
"671c18b2bf2241294354f059",35,"Jalebi","Dessert","Gujarat",0
"671c18b2bf2241294354f05a",23,"Spicy Szechuan Noodles","Street Food","Gujarat",0
"671c18b2bf2241294354f05b",53,"Dim Sum","Chinese","Uttar Pradesh",0
"671c18b2bf2241294354f05c",34,"Chaat","Indian Curry","Delhi",0
"671c18b2bf2241294354f05d",37,"Tikki","Dessert","Rajasthan",0
"671c18b2bf2241294354f05e",21,"Fish Tikka","Spicy","Karnataka",0
"671c18b2bf2241294354f05f",27,"Methi Paratha","Street Food","Gujarat",0
"671c18b2bf2241294354f060",10,"Pav Bhaji","Chinese","Tamil Nadu",0
"671c18b2bf2241294354f061",46,"Sev","Vegan","Gujarat",0
"671c18b2bf2241294354f062",58,"Peda","Cheesy","Uttar Pradesh",0
"671c18b2bf2241294354f063",54,"Fish Curry","Dessert","Kerala",0
"671c18b2bf2241294354f064",67,"Chaat","Street Food","Kerala",0
"671c18b2bf2241294354f065",61,"Chaat","Dessert","Tamil Nadu",0
"671c18b2bf2241294354f066",23,"Pani Puri","Snacks","Karnataka",0
"671c18b2bf2241294354f067",46,"Aloo Gobi","Seafood","West Bengal",0
"671c18b2bf2241294354f068",48,"Butter Chicken","Seafood","Gujarat",0
"671c18b2bf2241294354f069",58,"Ghar Ka Khana","Cheesy","West Bengal",0
"671c18b2bf2241294354f06a",52,"Tandoori Chicken","Snacks","Kerala",0
"671c18b2bf2241294354f06b",43,"Aloo Gobi","Chinese","Maharashtra",0
"671c18b2bf2241294354f06c",27,"Hot and Sour Soup","Seafood","Maharashtra",0
"671c18b2bf2241294354f06d",58,"Grilled Paneer","Healthy","Delhi",0
"671c18b2bf2241294354f06e",23,"Grilled Paneer","Spicy","Uttar Pradesh",0
"671c18b2bf2241294354f06f",39,"Tandoori Cauliflower","Seafood","Rajasthan",0
"671c18b2bf2241294354f070",22,"Manchurian","Vegan","Uttar Pradesh",0
"671c18b2bf2241294354f071",67,"Bombil Fry","Healthy","Rajasthan",0
"671c18b2bf2241294354f072",25,"Fish Tikka","Chinese","Karnataka",0
"671c18b2bf2241294354f073",38,"Spicy Szechuan Noodles","Indian Curry","Rajasthan",0
"671c18b2bf2241294354f074",56,"Cheesy Garlic Bread","Street Food","West Bengal",0
"671c18b2bf2241294354f075",67,"Malabar Fish Curry","Dessert","Kerala",0
"671c18b2bf2241294354f076",22,"Kuchcha Aam Ki Barfi","Street Food","Karnataka",0
"671c18b2bf2241294354f077",13,"Vada Pav","Snacks","West Bengal",0
"671c18b2bf2241294354f078",51,"Aloo Tikki","Spicy","Delhi",0
"671c18b2bf2241294354f079",24,"Sprouted Moong Salad","Chinese","West Bengal",0
"671c18b2bf2241294354f07a",69,"Paneer Butter Masala","Dessert","Maharashtra",0
"671c18b2bf2241294354f07b",39,"Vegetable Biryani","Snacks","Punjab",0
"671c18b2bf2241294354f07c",63,"Chana Masala","Vegan","West Bengal",0
"671c18b2bf2241294354f07d",25,"Vada Pav","Healthy","West Bengal",0
"671c18b2bf2241294354f07e",29,"Chaat","Cheesy","Maharashtra",0
"671c18b2bf2241294354f07f",50,"Mac and Cheese","Seafood","Kerala",0
"671c18b2bf2241294354f080",53,"Stuffed Bell Peppers","Dessert","Kerala",0
"671c18b2bf2241294354f081",54,"Rajma Chawal","Street Food","West Bengal",0
"671c18b2bf2241294354f082",10,"Pork Ribs","Healthy","Karnataka",0
"671c18b2bf2241294354f083",39,"Rajma","Dessert","Punjab",0
"671c18b2bf2241294354f084",45,"Chili Chicken","Snacks","Rajasthan",0
"671c18b2bf2241294354f085",42,"Grilled Paneer","Dessert","Delhi",0
"671c18b2bf2241294354f086",32,"Kachori","Seafood","Gujarat",0
"671c18b2bf2241294354f087",70,"Pav Bhaji","Chinese","Maharashtra",0
"671c18b2bf2241294354f088",21,"Spring Rolls","Snacks","Karnataka",0
"671c18b2bf2241294354f089",24,"Grilled Paneer","Snacks","Delhi",0
"671c18b2bf2241294354f08a",29,"Rajma Chawal","Chinese","Delhi",0
"671c18b2bf2241294354f08b",31,"Mac and Cheese","Street Food","Karnataka",0
"671c18b2bf2241294354f08c",69,"Masala Dosa","Indian Curry","Tamil Nadu",0
"671c18b2bf2241294354f08d",57,"Zucchini Noodles","Vegan","Rajasthan",0
"671c18b2bf2241294354f08e",16,"Peda","Healthy","Delhi",0
"671c18b2bf2241294354f08f",67,"Vegan Pulao","Street Food","Punjab",0
"671c18b2bf2241294354f090",34,"Kheer","Seafood","Uttar Pradesh",0
"671c18b2bf2241294354f091",39,"Pork Ribs","Cheesy","Kerala",0
"671c18b2bf2241294354f092",32,"Pakoras","Indian Curry","West Bengal",0
"671c18b2bf2241294354f093",51,"Dim Sum","Vegan","Rajasthan",0
"671c18b2bf2241294354f094",59,"Samosa","Dessert","Punjab",0
"671c18b2bf2241294354f095",50,"Cheesy Garlic Bread","Indian Curry","Delhi",0
"671c18b2bf2241294354f096",70,"Rabri","Vegan","Tamil Nadu",0
"671c18b2bf2241294354f097",57,"Chili Chicken","Seafood","Delhi",0
"671c18b2bf2241294354f098",33,"Aloo Tikki","Healthy","Punjab",0
"671c18b2bf2241294354f099",35,"Goan Prawn Curry","Indian Curry","Punjab",0
"671c18b2bf2241294354f09a",10,"Gajar Halwa","Spicy","Uttar Pradesh",0
"671c18b2bf2241294354f09b",39,"Pani Puri","Street Food","Karnataka",0
"671c18b2bf2241294354f09c",55,"Fish Curry","Street Food","West Bengal",0
"671c18b2bf2241294354f09d",44,"Fish Tikka","Street Food","Uttar Pradesh",0
"671c18b2bf2241294354f09e",44,"Dahi Puri","Dessert","Delhi",0
